interested_course_id,professor,semester,year
1,"WRIGHT, B",fall,2019
1,"SIMON, L",fall,2015
1,"SUNDING, D",fall,2014
1,"LIGON, E",fall,2013
2,"SUNDING, D",spring,2020
2,"PERLOFF, J",spring,2019
2,"PERLOFF, J",spring,2018
2,"PERLOFF, J",spring,2017
2,"PERLOFF, J",spring,2014
2,"PERLOFF, J",spring,2013
3,"MAHAJAN, A",fall,2019
3,"MAHAJAN, A",fall,2018
3,"MAHAJAN, A",fall,2017
3,"MAHAJAN, A",fall,2016
3,"GIBBONS, C",fall,2015
3,"GIBBONS, C",fall,2014
3,"GIBBONS, C",fall,2013
4,"SIMON, L",fall,2014
4,"SIMON, L",fall,2013
5,"LIGON, E",spring,2020
5,"LEVY, A",spring,2019
5,"AUFFHAMMER, M",spring,2018
5,"AUFFHAMMER, M",spring,2017
5,"AUFFHAMMER, M",spring,2016
5,"AUFFHAMMER, M",spring,2015
5,"AUFFHAMMER, M",spring,2014
5,"AUFFHAMMER, M",spring,2013
6,"ANDERSON, M",fall,2019
6,"ANDERSON, M",fall,2018
6,"JAIN, A",fall,2017
6,"ANDERSON, M",fall,2016
6,"ANDERSON, M",fall,2015
6,"ANDERSON, M",fall,2014
6,"ANDERSON, M",fall,2013
8,"LIGON, E",fall,2019
8,"LIGON, E",fall,2018
8,"MAHAJAN, A",fall,2017
8,"MAHAJAN, A",fall,2016
8,"MAHAJAN, A",fall,2015
8,"SADOULET, E",fall,2014
8,"SADOULET, E",fall,2013
9,"LIGON, E",spring,2020
9,"LIGON, E",spring,2019
9,"MAHAJAN, A",spring,2018
9,"MAHAJAN, A",spring,2017
9,"SADOULET, E",spring,2014
9,"SADOULET, E",spring,2013
11,"SUNDING, D",fall,2013
12,"SUNDING, D",spring,2013
14,"MAHAJAN, A",fall,2017
14,"SADOULET, E",fall,2016
14,"SADOULET, E",fall,2015
14,"SADOULET, E",fall,2014
14,"SADOULET, E",fall,2013
15,"DEJANVRY, A",fall,2018
15,"DEJANVRY, A",fall,2017
15,"DEJANVRY, A",fall,2016
15,"DEJANVRY, A",fall,2015
15,"DEJANVRY, A",fall,2014
15,"DEJANVRY, A",fall,2013
17,"SHAPIRO, J",fall,2018
17,"KARP, L",fall,2017
17,"SALLEE, J",fall,2016
17,"SALLEE, J",spring,2016
17,"BERCK, P",fall,2014
17,"TRAEGER, C",fall,2013
20,"SHAPIRO, J",spring,2020
20,"SALLEE, J",spring,2019
20,"SALLEE, J",spring,2018
20,"FOWLIE, M",spring,2017
20,"FOWLIE, M",spring,2016
20,"FOWLIE, M",spring,2015
20,"FOWLIE, M",spring,2014
20,"SUNDING, D",spring,2013
22,"AUFFHAMMER, M",fall,2018
22,"AUFFHAMMER, M",fall,2016
22,"TRAEGER, C",spring,2015
22,"ZILBERMAN, D",spring,2014
26,"DE LA GUARDIA FIGUEROA, F",spring,2020
26,"GILLESS, J",fall,2019
26,"RAUSSER, G",spring,2019
26,"WRIGHT, B",fall,2018
26,"RAUSSER, G",spring,2018
26,"BERCK, P",fall,2017
26,"DUQUENNOIS, C",summer,2017
26,"RAUSSER, G",spring,2017
26,"BERCK, P",fall,2016
26,"RAUSSER, G",spring,2016
26,"BERCK, P",fall,2015
26,"RAUSSER, G",spring,2015
26,"BERCK, P",fall,2014
26,"VAN DUSEN, M",spring,2014
26,"VAN DUSEN, M",fall,2013
26,"RAUSSER, G",spring,2013
26,"BERCK, P",fall,2012
26,"RAUSSER, G",spring,2012
28,"BIARDEAU, L",spring,2020
28,"SIMON, L",fall,2019
28,"PERLOFF, J",summer,2019
28,"PERLOFF, J",spring,2019
28,"KAMALA, C",fall,2018
28,"PERLOFF, J",spring,2018
28,"LIGON, E",fall,2017
28,"PERLOFF, J",spring,2017
28,"LIGON, E",fall,2016
28,"PERLOFF, J",spring,2016
28,"LIGON, E",fall,2015
28,"KAMALA, C",spring,2015
28,"KAMALA, C",fall,2014
28,"KAMALA, C",spring,2014
28,"LIGON, E",fall,2013
28,"PERLOFF, J",spring,2013
28,"LIGON, E",fall,2012
28,"PERLOFF, J",spring,2012
28,"LIGON, E",fall,2011
28,"PERLOFF, J",spring,2011
28,"LIGON, E",fall,2010
28,"PERLOFF, J",spring,2010
28,"ZETLAND, D",fall,2009
28,"LIGON, E",fall,2008
29,"SALLEE, J",spring,2020
29,"PERLOFF, J",summer,2019
29,"ROLAND-HOLST, D",spring,2019
29,"SUNDING, D",summer,2018
29,"SALLEE, J",spring,2018
29,"SCHATZBERG, M",summer,2017
29,"SALLEE, J",spring,2017
29,"ROLAND-HOLST, D",spring,2016
29,"OLLIVIER, H",spring,2015
29,"ZILBERMAN, D",spring,2014
29,"ZILBERMAN, D",spring,2013
29,"ZILBERMAN, D",spring,2012
29,"ZILBERMAN, D",spring,2011
29,"ZILBERMAN, D",spring,2010
29,"ZILBERMAN, D",spring,2009
29,"ZILBERMAN, D",fall,2007
29,"ZILBERMAN, D",spring,2007
30,"KARP, L",fall,2019
30,"KARP, L",fall,2018
30,"KARP, L",fall,2017
30,"KARP, L",fall,2016
30,"KARP, L",fall,2015
30,"KARP, L",fall,2014
30,"KARP, L",fall,2013
30,"SUNDING, D",fall,2012
30,"SUNDING, D",fall,2011
30,"FARZIN, Y",fall,2010
30,"SUNDING, D",fall,2009
30,"SUNDING, D",fall,2008
31,"GETZ, W",fall,2017
31,"GETZ, W",fall,2015
31,"GETZ, W",fall,2014
31,"GETZ, W",fall,2013
31,"GETZ, W",fall,2011
31,"GETZ, W",fall,2010
31,"GETZ, W",spring,2009
31,"GETZ, W",fall,2007
32,"VILLAS-BOAS, S",spring,2020
32,"MAGRUDER, J",fall,2019
32,"SEARS, J",summer,2019
32,"VILLAS-BOAS, S",spring,2019
32,"MAGRUDER, J",fall,2018
32,"SUNDING, D",summer,2018
32,"VILLAS-BOAS, S",spring,2018
32,"JAIN, A",fall,2017
32,"LANE, G",summer,2017
32,"VILLAS-BOAS, S",spring,2017
32,"SADOULET, E",fall,2016
32,"SADOULET, E",fall,2015
32,"BUCK, S",spring,2015
32,"SADOULET, E",fall,2014
32,"BUCK, S",spring,2014
32,"SADOULET, E",fall,2013
32,"SADOULET, E",fall,2012
32,"SADOULET, E",fall,2011
32,"SADOULET, E",fall,2010
32,"CRESPI, J",spring,2010
32,"SADOULET, E",fall,2009
32,"SADOULET, E",fall,2008
33,"KARP, L",fall,2012
33,"KARP, L",fall,2011
34,"ROMM, J",fall,2010
34,"ROMM, J",fall,2009
34,"ROMM, J",fall,2008
34,"ROMM, J",spring,2007
35,"KIESEL, K",spring,2015
35,"VILLAS-BOAS, S",spring,2014
35,"VILLAS-BOAS, S",spring,2013
35,"VILLAS-BOAS, S",spring,2012
35,"VILLAS-BOAS, S",spring,2011
35,"VILLAS-BOAS, S",spring,2010
35,"VILLAS-BOAS, S",spring,2009
35,"VILLAS-BOAS, S",fall,2007
35,"VILLAS-BOAS, S",spring,2007
36,"WRIGHT, B",fall,2019
36,"WRIGHT, B",spring,2019
36,"WRIGHT, B",spring,2018
36,"WRIGHT, B",spring,2017
36,"WRIGHT, B",spring,2016
36,"WRIGHT, B",spring,2015
36,"WRIGHT, B",fall,2012
36,"WRIGHT, B",fall,2011
36,"WRIGHT, B",fall,2010
36,"WRIGHT, B",fall,2009
36,"WRIGHT, B",fall,2008
37,"ANDERSON, M",fall,2019
37,"ANDERSON, M",fall,2016
37,"ANDERSON, M",fall,2015
37,"ANDERSON, M",fall,2014
37,"BUCK, S",fall,2013
37,"ANDERSON, M",fall,2012
37,"ANDERSON, M",fall,2011
37,"ANDERSON, M",fall,2010
37,"ANDERSON, M",spring,2009
38,"FOWLIE, M",spring,2020
38,"FOWLIE, M",spring,2019
38,"FOWLIE, M",spring,2017
38,"FOWLIE, M",spring,2016
38,"FOWLIE, M",spring,2015
38,"FOWLIE, M",spring,2014
38,"FOWLIE, M",spring,2012
38,"FOWLIE, M",spring,2011
39,"FABER, B",spring,2020
39,"MAHAJAN, A",fall,2019
39,"FABER, B",spring,2019
39,"GONZALEZ-NAVARRO, M",fall,2018
39,"ROLAND-HOLST, D",fall,2017
39,"FABER, B",spring,2017
39,"MAHAJAN, A",fall,2016
39,"FABER, B",spring,2016
39,"MAHAJAN, A",fall,2015
39,"MAHAJAN, A",fall,2014
39,"DEJANVRY, A",fall,2013
39,"DEJANVRY, A",fall,2012
39,"DEJANVRY, A",fall,2011
39,"DEJANVRY, A",fall,2010
39,"DEJANVRY, A",fall,2009
39,"DEJANVRY, A",fall,2008
40,"RITCHIE, E",spring,2020
40,"GONZALEZ-NAVARRO, M",spring,2018
40,"MAGRUDER, J",fall,2016
40,"MAGRUDER, J",fall,2015
40,"MAGRUDER, J",fall,2014
40,"MAGRUDER, J",fall,2013
40,"MAGRUDER, J",fall,2012
40,"WYDICK, B",fall,2011
40,"MAGRUDER, J",fall,2010
40,"MAGRUDER, J",fall,2009
40,"MAGRUDER, J",spring,2009
40,"MAGRUDER, J",fall,2007
41,"LIGON, E",spring,2020
41,"LIGON, E",spring,2019
41,"MARSH, R",spring,2014
41,"MARSH, R",fall,2013
41,"MARSH, R",spring,2013
41,"MARSH, R",spring,2012
41,"MARSH, R",spring,2011
41,"MARSH, R",spring,2010
41,"TRIST, C",spring,2007
42,"BOETTIGER, S",spring,2014
42,"BOETTIGER, S",spring,2013
42,"BOETTIGER, S",spring,2012
42,"BOETTIGER, S",spring,2010
42,"BOETTIGER, S",spring,2009
43,"FISHER, A",fall,2010
43,"FISHER, A",fall,2008
44,"BROWNE, O",spring,2020
44,"SUNDING, D",spring,2019
44,"SUNDING, D",spring,2018
44,"SUNDING, D",spring,2017
44,"SUNDING, D",spring,2016
44,"SUNDING, D",spring,2015
44,"SUNDING, D",spring,2014
44,"SUNDING, D",spring,2013
44,"SUNDING, D",spring,2012
44,"BICKETT, D",spring,2011
44,"HANEMANN, W",spring,2010
44,"HANEMANN, W",spring,2009
44,"HANEMANN, W",spring,2007
45,"ANTHOFF, D",spring,2016
45,"ANTHOFF, D",fall,2014
45,"TRAEGER, C",fall,2013
45,"TRAEGER, C",fall,2012
45,"TRAEGER, C",fall,2011
45,"TRAEGER, C",spring,2010
45,"TRAEGER, C",spring,2009
46,"SAGER, J",fall,2015
46,"ANTHOFF, D",spring,2015
46,"RAY, I",spring,2014
46,"NORGAARD, R",spring,2013
46,"NORGAARD, R",spring,2012
46,"NORGAARD, R",spring,2011
46,"NORGAARD, R",spring,2010
46,"NORGAARD, R",spring,2009
46,"NORGAARD, R",fall,2007
47,"RODRIGUEZ-CLARE, A",spring,2020
47,"WELLS, D",fall,2019
47,"RODRIGUEZ-CLARE, A",spring,2019
47,"FALLY, T",fall,2018
47,"FALLY, T",spring,2018
47,"WOOD, S",fall,2017
47,"RODRIGUEZ-CLARE, A",spring,2017
47,"FALLY, T",fall,2016
47,"FALLY, T",spring,2016
47,"RODRIGUEZ-CLARE, A",fall,2015
47,"RODRIGUEZ-CLARE, A",spring,2015
47,"FALLY, T",fall,2014
47,"RODRIGUEZ-CLARE, A",spring,2014
47,"TESFAYESUS, A",fall,2013
47,"ROLAND-HOLST, D",spring,2013
47,"KAMALA, C",fall,2012
47,"ROLAND-HOLST, D",spring,2012
47,"KAMALA, C",fall,2011
47,"ROLAND-HOLST, D",spring,2011
47,"WOOD, S",fall,2010
47,"ROLAND-HOLST, D",spring,2010
47,"WOOD, S",fall,2009
47,"WOOD, S",spring,2009
47,"HARRISON, A",fall,2008
47,"ROLAND-HOLST, D",fall,2007
48,"POTTS, M",spring,2015
48,"POTTS, M",spring,2013
48,"POTTS, M",spring,2012
48,"POTTS, M",spring,2011
55,"DAVIS, B",spring,2020
55,"DAVIS, B",fall,2019
55,"EMERSON, A",spring,2019
55,"HIRSCH, A",fall,2018
55,"HIRSCH, A",fall,2017
55,"HIRSCH, A",fall,2016
55,"CARROLL, C",fall,2015
55,"SIMPSON, A",fall,2014
55,"SIMPSON, A",fall,2013
55,"SPENCER, M",fall,2012
56,"DAVIS, B",spring,2020
56,"EMERSON, A",spring,2019
56,"EMERSON, A",spring,2019
56,"HIRSCH, A",spring,2018
56,"HIRSCH, A",spring,2017
56,"CARROLL, C",spring,2016
56,"SIMPSON, A",spring,2015
56,"SIMPSON, A",spring,2014
56,"SIMPSON, A",spring,2013
56,"STONE, B",spring,2012
57,"DAVIS, B",fall,2019
57,"DAVIS, B",fall,2019
57,"HIRSCH, A",fall,2018
57,"HIRSCH, A",fall,2017
57,"HIRSCH, A",fall,2016
57,"CARROLL, C",fall,2015
57,"SIMPSON, A",fall,2014
57,"SIMPSON, A",fall,2013
57,"EGGERS, H",fall,2012
58,"DAVIS, B",spring,2020
58,"EMERSON, A",spring,2019
58,"HIRSCH, A",spring,2018
58,"HIRSCH, A",spring,2017
58,"CARROLL, C",spring,2016
58,"SIMPSON, A",spring,2015
58,"SIMPSON, A",spring,2014
58,"SPENCER, M",spring,2013
58,"STONE, B",spring,2012
59,"FRANCIS, C",fall,2017
59,"SIMPSON, A",fall,2013
59,"SIMPSON, A",spring,2013
59,"SPENCER, M",fall,2012
59,"RICE, C",fall,2011
60,"EMERSON, A",fall,2019
60,"EMERSON, A",fall,2018
60,"FRANCIS, C",fall,2017
60,"SIMPSON, A",fall,2013
60,"RICE, C",fall,2011
61,"EMERSON, A",spring,2020
61,"EMERSON, A",spring,2019
61,"FRANCIS, C",spring,2018
61,"CARROLL, C",spring,2017
61,"SIMPSON, A",spring,2014
61,"RICE, C",spring,2012
62,"STEELE, I",spring,2020
62,"STEELE, I",fall,2019
62,"PEGS, M",spring,2019
62,"REGALADO, G",fall,2018
62,"MIDDLETON, K",spring,2018
62,"DAVIS, E",fall,2017
62,"WILLIAMS, G",summer,2017
62,"MIDDLETON, K",summer,2017
62,"NANDA, A",summer,2017
62,"NANDA, A",spring,2017
62,"NANDA, A",fall,2016
62,"NANDA, A",spring,2016
62,"NANDA, A",fall,2015
62,"NANDA, A",spring,2015
62,"NANDA, A",fall,2014
62,"NANDA, A",spring,2014
62,"MILLS, I",fall,2013
62,"NANDA, A",spring,2013
62,"BASCOMB, L",fall,2012
62,"NANDA, A",spring,2012
63,"MUNDELL, J",spring,2020
63,"MYERS, M",spring,2020
63,"MYERS, M",fall,2019
63,"MUNDELL, J",fall,2019
63,"REGALADO, G",spring,2019
63,"MCHOMBO, S",spring,2019
63,"YOUNG, O",fall,2018
63,"WILLIAMS, G",fall,2018
63,"NANDA, A",summer,2018
63,"TAYLOR, U",summer,2018
63,"OFFUTT-CHANEY, M",spring,2018
63,"TAYLOR, U",spring,2018
63,"MORRISON, A",fall,2017
63,"MANDITCH-PROTTAS, Z",fall,2017
63,"RAIFORD, L",summer,2017
63,"NANDA, A",summer,2017
63,"MIDDLETON, K",spring,2017
63,"BUSH, C",fall,2016
63,"NANDA, A",fall,2016
63,"NANDA, A",spring,2016
63,"NANDA, A",fall,2015
63,"WILLIAMS, G",fall,2015
63,"NANDA, A",summer,2015
63,"NANDA, A",spring,2015
63,"BURDEN-STELLY, C",spring,2015
63,"SUAD-BAKARI, N",spring,2015
63,"NANDA, A",fall,2014
63,"MILLS, I",fall,2014
63,"NANDA, A",summer,2014
63,"NANDA, A",spring,2014
63,"FINLEY, J",spring,2014
63,"WILLIAMS, G",spring,2014
63,"NANDA, A",fall,2013
63,"MCGEE, M",fall,2013
63,"FINLEY, J",fall,2013
63,"NANDA, A",summer,2013
63,"NANDA, A",summer,2013
63,"NANDA, A",summer,2013
63,"WILLIAMS, R",spring,2013
63,"NANDA, A",spring,2013
63,"BASCOMB, L",spring,2013
63,"NANDA, A",fall,2012
63,"WILLIAMS, R",fall,2012
63,"NANDA, A",spring,2012
63,"WILLIAMS, R",spring,2012
63,"WILLIAMS, R",spring,2012
63,"MILLS, I",spring,2012
63,"MILLS, I",spring,2012
64,"NWOKEJI, G",fall,2019
64,"NWOKEJI, G",fall,2018
64,"NWOKEJI, G",fall,2017
64,"GAMAL, A",summer,2017
64,"NWOKEJI, G",fall,2016
64,"NWOKEJI, G",fall,2015
64,"NWOKEJI, G",fall,2014
64,"NWOKEJI, G",summer,2014
64,"NWOKEJI, G",fall,2013
64,"NWOKEJI, G",summer,2013
64,"NWOKEJI, G",fall,2012
65,"NWOKEJI, G",spring,2016
65,"GAMAL, A",summer,2014
65,"NWOKEJI, G",spring,2014
65,"GAMAL, A",summer,2013
65,"NWOKEJI, G",spring,2013
65,"NWOKEJI, G",spring,2012
66,"CATANESE, B",fall,2019
66,"CATANESE, B",fall,2018
66,"CATANESE, B",fall,2017
66,"CATANESE, B",fall,2016
66,"RAIFORD, L",fall,2015
66,"CATANESE, B",fall,2014
66,"CATANESE, B",fall,2013
66,"CATANESE, B",spring,2013
67,"JONES, N",spring,2020
67,"JONES, N",spring,2019
67,"JONES, N",spring,2018
67,"JONES, N",spring,2017
67,"TAYLOR, J",spring,2016
67,"JONES, N",spring,2015
67,"FINLEY, J",spring,2014
67,"ALLEN, R",fall,2012
67,"ALLEN, R",spring,2012
82,"MCHOMBO, S",fall,2019
82,"KYEU, D",fall,2018
82,"KYEU, D",fall,2017
82,"KYEU, D",fall,2016
82,"KYEU, D",fall,2015
82,"OKONGO, E",fall,2013
82,"KYEU, D",fall,2013
82,"OKONGO, E",fall,2013
82,"OKONGO, E",fall,2012
82,"OKONGO, E",fall,2012
83,"MCHOMBO, S",spring,2020
83,"KYEU, D",spring,2019
83,"KYEU, D",spring,2018
83,"KYEU, D",spring,2016
83,"KYEU, D",spring,2015
83,"KYEU, D",spring,2014
83,"OKONGO, E",spring,2013
83,"OKONGO, E",spring,2013
83,"OKONGO, E",spring,2012
83,"MCHOMBO, S",spring,2012
101,"SMALL, S",spring,2018
101,"BANKS, W",spring,2015
101,"BANKS, W",spring,2014
101,"MCHOMBO, S",fall,2013
101,"MCHOMBO, S",spring,2013
101,"MCHOMBO, S",fall,2011
102,"COHEN, M",fall,2019
102,"RAIFORD, L",fall,2018
102,"COHEN, M",fall,2017
102,"COHEN, M",fall,2016
102,"COHEN, M",fall,2015
102,"COHEN, M",fall,2014
102,"COHEN, M",fall,2013
102,"COHEN, M",fall,2012
103,"SMALL, S",spring,2020
103,"FORD, N",spring,2019
103,"SMALL, S",spring,2018
103,"SMALL, S",spring,2017
103,"SMALL, S",spring,2016
103,"VINCENT, F",spring,2015
103,"VINCENT, F",fall,2013
103,"VINCENT, F",fall,2012
114,"RAIFORD, L",spring,2016
114,"RAIFORD, L",fall,2015
114,"SUAD-BAKARI, N",fall,2014
114,"SUAD-BAKARI, N",fall,2014
114,"SUAD-BAKARI, N",spring,2014
114,"QURAISHI, H",spring,2014
114,"SUAD-BAKARI, N",fall,2013
114,"SUAD-BAKARI, N",spring,2013
114,"SUAD-BAKARI, N",fall,2012
114,"SCHURR, A",spring,2012
114,"CATANESE, B",fall,2011
114,"HENRY, C",fall,2011
116,"RAIFORD, L",spring,2020
116,"RAIFORD, L",spring,2019
116,"LEWIS, J",spring,2018
116,"RAIFORD, L",fall,2016
116,"RAIFORD, L",fall,2015
116,"RAIFORD, L",fall,2014
116,"RAIFORD, L",fall,2013
116,"RAIFORD, L",fall,2012
116,,fall,2011
116,"RAIFORD, L",fall,2010
116,"RAIFORD, L",fall,2009
116,"RAIFORD, L",fall,2008
116,"NOON, K",fall,2007
116,"RAIFORD, L",spring,2007
117,"PERRY, J",spring,2020
117,"ELLIOTT, C",spring,2018
117,"ELLIOTT, C",spring,2016
117,"FRYE, H",fall,2012
117,"FRYE, H",fall,2011
117,"FRYE, H",fall,2010
117,"FRYE, H",fall,2009
118,"WILLIAMS, R",spring,2013
118,"HENRY, C",spring,2011
119,"FRYE, H",fall,2014
119,"PATTON, J",spring,2013
119,"ALLEN, R",spring,2009
120,"SMALL, S",fall,2019
120,"PEGS, M",fall,2018
120,"SMALL, S",fall,2017
120,"SMALL, S",fall,2016
120,"SMALL, S",fall,2015
120,"FINLEY, J",fall,2013
120,"SMALL, S",fall,2011
120,"SMALL, S",fall,2010
120,"FRYE, H",fall,2007
120,"FRYE, H",spring,2007
121,"PASCHEL, T",spring,2019
121,"NIMAKO, K",spring,2018
121,"NIMAKO, K",fall,2014
121,"NIMAKO, K",fall,2013
121,"NIMAKO, K",fall,2012
121,"HINTZEN, P",fall,2011
121,"HINTZEN, P",fall,2010
121,"HINTZEN, P",fall,2009
121,"HINTZEN, P",fall,2008
122,"PASCHEL, T",spring,2016
122,"NIMAKO, K",spring,2015
122,"NIMAKO, K",spring,2014
122,"NIMAKO, K",spring,2013
122,"HINTZEN, P",spring,2011
122,"HINTZEN, P",spring,2010
122,"HINTZEN, P",spring,2009
122,"HINTZEN, P",fall,2007
123,"MCHOMBO, S",fall,2019
123,"MCHOMBO, S",fall,2018
124,"MCHOMBO, S",spring,2020
124,"MCHOMBO, S",spring,2019
124,"MCHOMBO, S",spring,2017
124,"MCHOMBO, S",spring,2016
124,"MCHOMBO, S",spring,2015
124,"MCHOMBO, S",fall,2013
124,"MCHOMBO, S",summer,2013
124,"MCHOMBO, S",fall,2012
124,"MCHOMBO, S",fall,2011
125,"TAYLOR, U",fall,2019
125,"RIGBY, K",fall,2018
125,"MUNDELL, J",fall,2017
125,"TAYLOR, U",fall,2016
125,"PEGS, M",fall,2015
125,"TAYLOR, U",fall,2014
125,"HARDEN, E",fall,2013
125,"TAYLOR, U",fall,2012
125,"TAYLOR, U",fall,2011
125,"TAYLOR, U",fall,2010
125,"TAYLOR, U",fall,2008
126,"TAYLOR, U",spring,2017
126,"TAYLOR, U",spring,2016
126,"TAYLOR, U",spring,2015
126,"TAYLOR, U",spring,2014
126,"TAYLOR, U",spring,2013
126,"TAYLOR, U",spring,2012
126,"RAIFORD, L",spring,2011
126,"TAYLOR, U",spring,2009
126,"TAYLOR, U",fall,2007
126,"TAYLOR, U",spring,2007
127,"NWOKEJI, G",spring,2018
127,"NWOKEJI, G",spring,2017
128,"COHEN, M",fall,2011
128,"COHEN, M",fall,2009
128,"COHEN, M",fall,2007
129,"TAYLOR, J",fall,2014
129,"WILLIAMS, R",fall,2012
129,"HENRY, C",fall,2010
129,"HENRY, C",spring,2007
130,"FRYE, H",spring,2015
130,"FRYE, H",spring,2014
130,"FRYE, H",spring,2013
130,"FRYE, H",spring,2012
130,"FRYE, H",spring,2011
130,"FRYE, H",spring,2010
130,"FRYE, H",spring,2009
130,"FRYE, H",fall,2007
130,"FRYE, H",spring,2007
131,"SMALL, S",fall,2019
131,"SMALL, S",fall,2017
131,"SMALL, S",fall,2016
131,"SMALL, S",spring,2013
131,"SMALL, S",spring,2012
131,"SMALL, S",spring,2011
132,"TAYLOR, U",spring,2013
132,"TAYLOR, U",spring,2012
132,"VINCENT, F",spring,2011
133,"LAGUERRE, M",spring,2020
133,"LAGUERRE, M",spring,2019
133,"LAGUERRE, M",spring,2018
133,"LAGUERRE, M",spring,2017
133,"LAGUERRE, M",spring,2016
133,"LAGUERRE, M",fall,2014
133,"LAGUERRE, M",spring,2013
133,"LAGUERRE, M",spring,2012
133,"LAGUERRE, M",spring,2011
133,"LAGUERRE, M",fall,2009
133,"LAGUERRE, M",fall,2007
134,"BRISTOL, T",fall,2018
134,"ROSS, K",fall,2015
134,"SUAD-BAKARI, N",fall,2014
134,"SUAD-BAKARI, N",fall,2013
134,"SUAD-BAKARI, N",fall,2012
134,"SUAD-BAKARI, N",fall,2011
134,"SUAD-BAKARI, N",fall,2010
134,"SUAD-BAKARI, N",fall,2009
135,"LAGUERRE, M",fall,2019
135,"LAGUERRE, M",fall,2018
135,"LAGUERRE, M",spring,2014
136,"LAGUERRE, M",fall,2017
136,"LAGUERRE, M",fall,2016
136,"LAGUERRE, M",fall,2015
136,"LAGUERRE, M",fall,2014
136,"LAGUERRE, M",fall,2011
136,"LAGUERRE, M",fall,2010
136,"LAGUERRE, M",fall,2009
136,"LAGUERRE, M",fall,2008
137,"LAGUERRE, M",fall,2019
137,"LAGUERRE, M",fall,2018
137,"LAGUERRE, M",fall,2017
137,"LAGUERRE, M",fall,2016
137,"LAGUERRE, M",fall,2015
137,"LAGUERRE, M",fall,2012
137,"LAGUERRE, M",fall,2011
138,"TAYLOR, J",spring,2015
138,"HENRY, C",fall,2008
139,"TAYLOR, U",fall,2018
139,"PERRY, J",spring,2018
139,"PASCHEL, T",fall,2017
139,"PERRY, J",spring,2017
139,"JONES, N",fall,2016
139,"LEWIS, J",spring,2016
139,"JONES, N",fall,2015
139,"FRYE, H",fall,2015
139,"MCNAIR, K",summer,2015
139,"JONES, N",fall,2014
139,"GIVENS, J",summer,2014
139,"GIVENS, J",summer,2013
139,"WILSON, D",fall,2012
139,"ALAUDDEEN, H",fall,2012
139,"HENRY, C",spring,2012
139,"LAGUERRE, M",spring,2010
139,"HENRY, C",fall,2009
139,"KNAUS, C",spring,2007
141,"RAIFORD, L",fall,2009
142,"HUNTER, E",spring,2020
142,"JOHNSON, C",spring,2019
142,"COHEN, M",spring,2018
142,"COHEN, M",spring,2017
142,"COHEN, M",spring,2016
142,"GOMER, J",spring,2015
142,"COHEN, M",spring,2014
142,"COHEN, M",spring,2012
142,"COHEN, M",spring,2011
142,"COHEN, M",spring,2010
142,"COHEN, M",fall,2008
146,"RAIFORD, L",fall,2015
146,"RAIFORD, L",spring,2010
146,"RAIFORD, L",spring,2009
146,"RAIFORD, L",spring,2007
147,"SCOTT, D",spring,2019
147,"SCOTT, D",spring,2018
147,"SCOTT, D",fall,2012
147,"SCOTT, D",spring,2011
147,"SCOTT, D",fall,2009
149,"SCOTT, D",spring,2020
149,"SCOTT, D",fall,2018
149,"SCOTT, D",spring,2016
149,"SCOTT, D",spring,2013
149,"SCOTT, D",spring,2012
150,"SCOTT, D",fall,2019
150,"JOHNSON, C",fall,2017
150,"SCOTT, D",spring,2016
150,"SCOTT, D",spring,2015
150,"SCOTT, D",spring,2014
150,"SCOTT, D",fall,2011
151,"NANDA, A",fall,2013
151,"NANDA, A",fall,2012
151,"NANDA, A",fall,2011
151,"NANDA, A",fall,2010
151,"NANDA, A",fall,2009
151,"NANDA, A",fall,2008
152,"DE LEON, A",spring,2020
152,"DE LEON, A",spring,2019
152,"DE LEON, A",spring,2018
152,"DE LEON, A",spring,2017
152,"DE LEON, A",spring,2016
152,"DE LEON, A",spring,2015
152,"DE LEON, A",spring,2014
152,"DE LEON, A",spring,2013
152,"DE LEON, A",spring,2012
152,"DE LEON, A",spring,2011
152,"DE LEON, A",spring,2010
152,"DE LEON, A",spring,2009
152,"DE LEON, A",fall,2007
152,"DE LEON, A",spring,2007
153,"DE LEON, A",fall,2017
153,"DE LEON, A",fall,2016
154,"DE LEON, A",spring,2020
155,"WILKERSON, G",spring,2020
155,"RAIFORD, L",fall,2019
155,"ELLIOTT, C",spring,2019
155,"WILKERSON, G",spring,2019
155,"VINCENT, F",summer,2018
155,"ELLIOTT, C",spring,2018
155,"VINCENT, F",summer,2017
155,"CATANESE, B",spring,2017
155,"DE LEON, A",fall,2016
155,"ELLIOTT, C",fall,2016
155,"STANLEY, C",spring,2016
155,"LOGGINS, A",summer,2015
155,"SUAD-BAKARI, N",spring,2015
155,"DE LEON, A",fall,2014
155,"NANDA, A",fall,2014
155,"VINCENT, F",fall,2014
155,"VINCENT, F",summer,2014
155,"VINCENT, F",spring,2014
155,"NANDA, A",fall,2013
155,"DE LEON, A",fall,2013
155,"VINCENT, F",summer,2013
155,"CATANESE, B",summer,2013
155,"DE LEON, A",fall,2012
155,"NANDA, A",fall,2012
155,"DE LEON, A",fall,2011
155,"CATANESE, B",spring,2011
155,"PATTON, J",spring,2011
155,"DE LEON, A",fall,2010
155,"SCOTT, D",spring,2010
155,"SCOTT, D",spring,2010
155,"DE LEON, A",fall,2009
155,", R",fall,2009
155,"SCOTT, D",spring,2009
