interested_course_id,professor,semester,year
819,"JANSEN, P",spring,2014
819,"HEINRICH, L",fall,2013
819,"JANSEN, P",spring,2013
820,"MCELHANEY, K",spring,2013
821,"COPEN, B",spring,2020
821,"COPEN, B",spring,2019
821,"COPEN, B",spring,2018
821,"COPEN, B",spring,2016
821,"COPEN, B",spring,2014
821,"COPEN, B",spring,2013
822,"KURTZ, L",spring,2019
822,"KURTZ, L",spring,2018
822,"KURTZ, L",spring,2017
822,"KURTZ, L",fall,2014
822,"KURTZ, L",fall,2013
823,"BUECHERT, C",fall,2019
823,"MORSE, B",fall,2019
823,"BECKMAN, S",fall,2017
823,"BUECHERT, C",fall,2017
823,"ROSENZWEIG, W",fall,2016
823,"GREENWALD, M",fall,2016
823,"DOUGHERTY, J",fall,2015
823,"ROSENZWEIG, W",fall,2015
823,"WEI, J",spring,2014
823,"WRIGHT-VIOLICH, K",fall,2013
824,"SILVER, N",spring,2019
824,"SILVER, N",spring,2018
824,"SILVER, N",spring,2017
824,"SILVER, N",spring,2015
824,"SILVER, N",spring,2014
824,"SILVER, N",fall,2013
824,"SILVER, N",spring,2013
825,"TAURASI, D",spring,2020
825,"CALDERON, J",spring,2020
825,"CALDERON, J",fall,2019
825,"CALDERON, J",spring,2019
825,"KRAMER, M",spring,2019
825,"ROMERO-HERNANDEZ, O",fall,2018
825,"CALDERON, J",spring,2018
825,"KRAMER, M",spring,2018
825,"MANGAN, B",fall,2017
825,"ROMERO-HERNANDEZ, O",fall,2017
825,"STRAND, R",fall,2017
825,"MCELHANEY, K",summer,2017
825,"CALDERON, J",spring,2017
825,"CALDERON, J",spring,2016
825,"ROMERO-HERNANDEZ, O",fall,2015
825,"CALDERON, J",fall,2015
825,"ZEITLIN, J",spring,2015
825,"STEWART, E",fall,2014
825,"ROMERO-HERNANDEZ, O",fall,2014
825,"MCELHANEY, K",fall,2014
825,"MCELHANEY, K",fall,2013
825,"STEWART, E",fall,2013
826,"BREEN, M",fall,2018
826,"VOGEL, D",spring,2018
826,"VOGEL, D",spring,2017
826,"VOGEL, D",spring,2016
826,"VOGEL, D",spring,2015
826,"CALLANAN, L",spring,2014
826,"VOGEL, D",spring,2014
826,"CALLANAN, L",fall,2013
826,"VOGEL, D",spring,2013
826,"KAPLAN, J",spring,2013
828,"BEYER, K",spring,2020
828,"RAGHAVAN, S",spring,2020
828,"BEYER, K",fall,2019
828,"BEYER, K",spring,2019
828,"RAGHAVAN, S",spring,2019
828,"BEYER, K",fall,2018
828,"RAGHAVAN, S",spring,2018
828,"BEYER, K",spring,2018
828,"BEYER, K",spring,2017
828,"CHARRON, D",spring,2017
828,"LESCHIN, A",fall,2016
828,"LESCHIN, A",spring,2016
828,"BEYER, K",fall,2015
828,"NICHOLS, C",spring,2015
828,"CHARRON, D",spring,2015
828,"PUSCASIU, C",fall,2014
828,"CHARRON, D",spring,2014
828,"NICHOLS, C",spring,2014
828,"FUCHS, J",fall,2013
828,"STUART, T",spring,2013
829,"OPDENDYK, T",fall,2019
829,"FOOTE, C",fall,2018
829,"FOOTE, C",fall,2017
829,"FOOTE, C",fall,2016
829,"OPDENDYK, T",fall,2015
829,"FOOTE, C",fall,2014
829,"FOOTE, C",fall,2013
830,"MORSE, B",spring,2015
830,"MORSE, B",spring,2014
830,"ZAFAR, N",spring,2013
830,"HAYKIN, R",spring,2013
832,"HORNTHAL, J",spring,2018
832,"HORNTHAL, J",spring,2017
832,"BLANK, S",spring,2016
832,"BLANK, S",spring,2015
834,"DANNER, J",spring,2014
834,"COOPERSMITH, M",spring,2013
835,"CHARRON, D",fall,2018
835,"CHARRON, D",fall,2016
835,"CHARRON, D",fall,2014
835,"CHARRON, D",fall,2013
836,"NAGARAJ, A",spring,2020
836,"DANNER, J",spring,2020
836,"CORDOVA, C",spring,2020
836,"ZAND, A",spring,2020
836,"CHARRON, D",spring,2020
836,"FULORIA, P",fall,2019
836,"ISAACS, A",fall,2019
836,"CHARRON, D",fall,2019
836,"DANNER, J",spring,2019
836,"CHARRON, D",spring,2019
836,"ISAACS, A",fall,2018
836,"FULORIA, P",fall,2018
836,"CHARRON, D",fall,2018
836,"O'NEILL, M",summer,2018
836,"DANNER, J",fall,2017
836,"ISAACS, A",fall,2017
836,"CALDERON, J",fall,2017
836,"CALDERON, J",fall,2016
836,"HORNTHAL, J",spring,2014
836,"HORNTHAL, J",spring,2013
837,"MACPHERSON, K",spring,2020
837,"VOGEL, D",spring,2020
837,"WADCAN, J",spring,2020
837,"SIMPSON, D",spring,2020
837,"MACPHERSON, K",spring,2020
837,"CALESHU, J",fall,2019
837,"FORD, J",fall,2019
837,"SIMPSON, D",fall,2019
837,"LA BLANC, G",summer,2019
837,"VOGEL, D",spring,2019
837,"MACPHERSON, K",spring,2019
837,"SIMPSON, D",spring,2019
837,"MACPHERSON, K",spring,2019
837,"STERLING, A",spring,2019
837,"FORD, J",fall,2018
837,"CALESHU, J",fall,2018
837,"DINOVA, V",fall,2018
837,"SIMPSON, D",fall,2018
837,"HISCHIER, W",summer,2018
837,"TAURASI, D",summer,2018
837,"LA BLANC, G",summer,2018
837,"LA BLANC, G",spring,2018
837,"MACPHERSON, K",spring,2018
837,"MACPHERSON, K",spring,2018
837,"SIMPSON, D",spring,2018
837,"LA BLANC, G",spring,2018
837,"WADCAN, J",fall,2017
837,"CALESHU, J",fall,2017
837,"SCHULTZ, F",summer,2017
837,"LA BLANC, G",spring,2017
837,"BALL, R",spring,2017
837,"SIMPSON, D",spring,2017
837,"MACPHERSON, K",spring,2017
837,"WADCAN, J",fall,2016
837,"PHERSON, K",spring,2016
837,"SIMPSON, D",spring,2016
837,"TEECE, D",spring,2016
837,"LA BLANC, G",spring,2016
837,"WADCAN, J",fall,2015
837,"MILLER, C",fall,2015
837,"WALKER, W",fall,2015
837,"WALKER, W",fall,2015
837,"MILLER, C",fall,2015
837,"TEECE, D",spring,2015
837,"LA BLANC, G",fall,2014
837,"SIMPSON, D",fall,2014
837,"WOLFRAM, C",fall,2014
837,"LA BLANC, G",fall,2014
837,"WOLFRAM, C",fall,2014
837,"RIDEOUT, J",spring,2014
837,"TEECE, D",spring,2014
837,"KELLOGG, C",spring,2014
837,"WORTHINGTON, C",spring,2014
837,"KELLOGG, C",fall,2013
837,"KELLOGG, C",summer,2013
837,"KELLOGG, C",summer,2013
837,"KELLOGG, C",summer,2013
837,"BREEN, M",spring,2013
837,"BECKMAN, S",spring,2013
837,"LOEWE, P",spring,2013
837,"WORTHINGTON, C",spring,2013
837,"KELLOGG, C",spring,2013
837,"WORTHINGTON, C",spring,2013
837,"BECKMAN, S",spring,2013
837,"KELLOGG, C",spring,2013
839,"RAU, R",spring,2019
839,"GAVSHON, I",spring,2019
839,"FEFERMAN, F",spring,2019
839,"ZAND, A",spring,2019
839,"FEFERMAN, F",summer,2018
839,"ZAND, A",spring,2018
839,"GAVSHON, I",spring,2018
839,"ZAND, A",summer,2017
839,"RITTENBERG, M",spring,2017
839,"FEFERMAN, F",spring,2017
839,"RITTENBERG, M",spring,2016
839,"FEFERMAN, F",spring,2016
839,"RITTENBERG, M",spring,2015
839,"FEFERMAN, F",spring,2014
839,"RITTENBERG, M",spring,2014
839,"ZALOOM, E",summer,2013
839,"GEORGE, R",spring,2013
839,"FEFERMAN, F",spring,2013
841,"LEONARD, J",fall,2019
841,"LA BLANC, G",fall,2019
841,"LEONARD, J",fall,2019
841,"LA BLANC, G",fall,2019
841,"LA BLANC, G",fall,2018
841,"SIMPSON, D",fall,2018
841,"SIMPSON, D",fall,2018
841,"LA BLANC, G",fall,2018
841,"LA BLANC, G",fall,2017
841,"LA BLANC, G",fall,2017
841,"LEONARD, J",fall,2017
841,"LEONARD, J",fall,2017
841,"LA BLANC, G",fall,2016
841,"LEONARD, J",fall,2016
841,"LEONARD, J",fall,2016
841,"LA BLANC, G",fall,2016
841,"LEONARD, J",fall,2015
841,"LA BLANC, G",fall,2015
841,"LEONARD, J",fall,2015
841,"LA BLANC, G",fall,2015
841,"LEONARD, J",spring,2014
841,"LA BLANC, G",spring,2014
841,"LA BLANC, G",spring,2014
841,"LEONARD, J",spring,2014
841,"LEONARD, J",spring,2013
841,"DE FIGUEIREDO, R",spring,2013
841,"LEONARD, J",spring,2013
841,"DE FIGUEIREDO, R",spring,2013
842,"TIFFANY, P",spring,2017
842,"TIFFANY, P",spring,2015
842,"TIFFANY, P",spring,2014
842,"TIFFANY, P",spring,2013
844,"PEARCE, W",fall,2019
844,"VILLAS-BOAS, J",fall,2018
844,"VILLAS-BOAS, J",fall,2017
844,"WILTON, P",fall,2016
844,"VILLAS-BOAS, J",fall,2015
844,"WILTON, P",fall,2014
844,"VILLAS-BOAS, J",fall,2013
844,"WILTON, P",spring,2013
845,"WORTHINGTON, C",fall,2019
845,"WORTHINGTON, C",fall,2019
845,"WORTHINGTON, C",fall,2019
845,"WORTHINGTON, C",fall,2019
845,"WORTHINGTON, C",fall,2018
845,"WORTHINGTON, C",fall,2018
845,"WORTHINGTON, C",fall,2018
845,"WORTHINGTON, C",fall,2018
845,"WORTHINGTON, C",fall,2017
845,"WORTHINGTON, C",fall,2017
845,"WORTHINGTON, C",fall,2017
845,"WORTHINGTON, C",fall,2017
845,"WORTHINGTON, C",fall,2016
845,"WORTHINGTON, C",fall,2016
845,"WORTHINGTON, C",fall,2016
845,"WORTHINGTON, C",fall,2016
845,"WORTHINGTON, C",fall,2015
845,"WORTHINGTON, C",fall,2015
845,"WORTHINGTON, C",fall,2015
845,"WORTHINGTON, C",fall,2015
845,"WORTHINGTON, C",fall,2014
845,"WORTHINGTON, C",fall,2014
845,"WORTHINGTON, C",fall,2014
845,"WORTHINGTON, C",fall,2014
845,"WORTHINGTON, C",fall,2013
845,"WORTHINGTON, C",fall,2013
845,"WORTHINGTON, C",fall,2013
845,"WORTHINGTON, C",fall,2013
846,"RAO, V",spring,2020
846,"ROCHLIN, D",spring,2020
846,"RAO, V",spring,2020
846,"SOMMA, M",spring,2020
846,"KELLOGG, C",spring,2020
846,"EYET, J",spring,2020
846,"ROCHLIN, D",spring,2020
846,"KELLOGG, C",spring,2020
846,"KELLOGG, C",spring,2019
846,"KELLOGG, C",spring,2019
846,"KELLOGG, C",spring,2019
846,"KELLOGG, C",spring,2019
846,"KELLOGG, C",spring,2019
846,"KELLOGG, C",spring,2019
846,"KELLOGG, C",spring,2019
846,"KELLOGG, C",spring,2019
846,"ROCHLIN, D",fall,2017
846,"CALESHU, J",fall,2015
846,"CALESHU, J",fall,2015
846,"CALESHU, J",fall,2015
846,"CALESHU, J",fall,2015
846,"CALESHU, J",fall,2014
846,"CALESHU, J",fall,2014
846,"CALESHU, J",fall,2014
846,"CALESHU, J",fall,2014
846,"BECKMAN, S",fall,2013
846,"BECKMAN, S",fall,2013
846,"BECKMAN, S",fall,2013
846,"BECKMAN, S",fall,2013
847,"WALKER, W",fall,2019
847,"DAVIS, L",fall,2019
847,"DAVIS, L",fall,2019
847,"WALKER, W",fall,2019
847,"LA BLANC, G",fall,2018
847,"LA BLANC, G",fall,2018
847,"DAVIS, L",fall,2018
847,"DAVIS, L",fall,2018
847,"LA BLANC, G",fall,2017
847,"DAVIS, L",fall,2017
847,"LA BLANC, G",fall,2017
847,"DAVIS, L",fall,2017
847,"LA BLANC, G",fall,2016
847,"DAVIS, L",fall,2016
847,"LA BLANC, G",fall,2016
847,"DAVIS, L",fall,2016
847,"LA BLANC, G",fall,2015
847,"LA BLANC, G",fall,2015
847,"DAVIS, L",fall,2015
847,"DAVIS, L",fall,2015
847,"YUCHTMAN, N",fall,2014
847,"DAVIS, L",fall,2014
847,"YUCHTMAN, N",fall,2014
847,"DAVIS, L",fall,2014
847,"DAVIS, L",fall,2013
847,"LA BLANC, G",fall,2013
847,"DAVIS, L",fall,2013
847,"LA BLANC, G",fall,2013
848,"TADELIS, S",fall,2019
848,"TADELIS, S",fall,2019
848,"BODOH-CREED, A",fall,2019
848,"BODOH-CREED, A",fall,2019
848,"LEONARD, J",fall,2018
848,"TADELIS, S",fall,2018
848,"LEONARD, J",fall,2018
848,"TADELIS, S",fall,2018
848,"BODOH-CREED, A",fall,2017
848,"BODOH-CREED, A",fall,2017
848,"SALLEE, J",fall,2017
848,"SALLEE, J",fall,2017
848,"SALLEE, J",fall,2016
848,"LEONARD, J",fall,2016
848,"LEONARD, J",fall,2016
848,"SALLEE, J",fall,2016
848,"TADELIS, S",fall,2015
848,"LEONARD, J",fall,2015
848,"LEONARD, J",fall,2015
848,"TADELIS, S",fall,2015
848,"LA BLANC, G",fall,2014
848,"TADELIS, S",fall,2014
848,"LA BLANC, G",fall,2014
848,"TADELIS, S",fall,2014
848,"SHAPIRO, C",fall,2013
848,"WOLFRAM, C",fall,2013
848,"SHAPIRO, C",fall,2013
848,"WOLFRAM, C",fall,2013
849,"CARKOVIC, M",spring,2020
849,"CARKOVIC, M",spring,2020
849,"FITCH, T",spring,2020
849,"FITCH, T",spring,2020
849,"LEVINE, R",spring,2019
849,"LEVINE, R",spring,2019
849,"GOURINCHAS, P",spring,2019
849,"GOURINCHAS, P",spring,2019
849,"CARKOVIC, M",spring,2018
849,"LEVINE, R",spring,2018
849,"LEVINE, R",spring,2018
849,"CARKOVIC, M",spring,2018
849,"CARKOVIC, M",spring,2017
849,"LEVINE, R",spring,2017
849,"LEVINE, R",spring,2017
849,"CARKOVIC, M",spring,2017
849,"LEVINE, R",spring,2016
849,"LEVINE, R",spring,2016
849,"LEVINE, R",spring,2016
849,"LEVINE, R",spring,2016
849,"LEVINE, R",spring,2015
849,"LEVINE, R",spring,2015
849,"CARKOVIC, M",spring,2014
849,"LEVINE, R",spring,2014
849,"LEVINE, R",spring,2014
849,"CARKOVIC, M",spring,2014
849,"LEVINE, R",spring,2013
849,"CARKOVIC, M",spring,2013
849,"CARKOVIC, M",spring,2013
849,"LEVINE, R",spring,2013
850,"DINOVA, V",fall,2019
850,"DINOVA, V",fall,2019
850,"KONCHITCHKI, Y",fall,2019
850,"KONCHITCHKI, Y",fall,2019
850,"DUTTA, S",fall,2018
850,"TOV, O",fall,2018
850,"DUTTA, S",fall,2018
850,"TOV, O",fall,2018
850,"TOV, O",fall,2017
850,"KONCHITCHKI, Y",fall,2017
850,"TOV, O",fall,2017
850,"KONCHITCHKI, Y",fall,2017
850,"TOV, O",fall,2016
850,"KONCHITCHKI, Y",fall,2016
850,"TOV, O",fall,2016
850,"KONCHITCHKI, Y",fall,2016
850,"TOV, O",fall,2015
850,"KONCHITCHKI, Y",fall,2015
850,"TOV, O",fall,2015
850,"KONCHITCHKI, Y",fall,2015
850,"KONCHITCHKI, Y",fall,2014
850,"DUTTA, S",fall,2014
850,"DUTTA, S",fall,2014
850,"KONCHITCHKI, Y",fall,2014
850,"ZHANG, X",fall,2013
850,"DUTTA, S",fall,2013
850,"DUTTA, S",fall,2013
850,"ZHANG, X",fall,2013
851,"VISSING-JORGENSEN, A",fall,2019
851,"BENETTON, M",fall,2019
851,"BENETTON, M",fall,2019
851,"VISSING-JORGENSEN, A",fall,2019
851,"VISSING-JORGENSEN, A",fall,2018
851,"GREEN, B",fall,2018
851,"VISSING-JORGENSEN, A",fall,2018
851,"GREEN, B",fall,2018
851,"VISSING-JORGENSEN, A",fall,2017
851,"VISSING-JORGENSEN, A",fall,2017
851,"VISSING-JORGENSEN, A",fall,2017
851,"RAU, R",fall,2017
851,"RAU, R",fall,2017
851,"SCHWARTZ, A",fall,2016
851,"SCHWARTZ, A",fall,2016
851,"SCHWARTZ, A",fall,2016
851,"SCHWARTZ, A",fall,2016
851,"VISSING-JORGENSEN, A",fall,2015
851,"VISSING-JORGENSEN, A",fall,2015
851,"VISSING-JORGENSEN, A",fall,2015
851,"GREEN, B",fall,2015
851,"GREEN, B",fall,2015
851,"GREEN, B",fall,2014
851,"VISSING-JORGENSEN, A",fall,2014
851,"VISSING-JORGENSEN, A",fall,2014
851,"GREEN, B",fall,2014
851,"VISSING-JORGENSEN, A",fall,2014
851,"STANTON, R",fall,2013
851,"VISSING-JORGENSEN, A",fall,2013
851,"VISSING-JORGENSEN, A",fall,2013
851,"VISSING-JORGENSEN, A",fall,2013
851,"STANTON, R",fall,2013
852,"ZHU, J",spring,2020
852,"ZHU, J",spring,2020
852,"ZHU, J",spring,2020
852,"ZHU, J",spring,2020
852,"KAZAZ, B",spring,2019
852,"KAZAZ, B",spring,2019
852,"KAZAZ, B",spring,2019
852,"KAZAZ, B",spring,2019
852,"GOOGE, R",spring,2018
852,"GOOGE, R",spring,2018
852,"GOOGE, R",spring,2018
852,"GOOGE, R",spring,2018
852,"UNDERWOOD, A",spring,2017
852,"UNDERWOOD, A",spring,2017
852,"UNDERWOOD, A",spring,2017
852,"UNDERWOOD, A",spring,2017
852,"TAYLOR, T",spring,2016
852,"TAYLOR, T",spring,2016
852,"TAYLOR, T",spring,2015
852,"TAYLOR, T",spring,2015
852,"TAYLOR, T",spring,2014
852,"TAYLOR, T",spring,2014
852,"TAYLOR, T",spring,2014
852,"TAYLOR, T",spring,2014
852,"TAYLOR, T",spring,2013
852,"TAYLOR, T",spring,2013
852,"TAYLOR, T",spring,2013
852,"TAYLOR, T",spring,2013
853,"DE VAAN, M",fall,2019
853,"MOORE, D",fall,2019
853,"MOORE, D",fall,2019
853,"DE VAAN, M",fall,2019
853,"MOORE, D",fall,2018
853,"DE VAAN, M",fall,2018
853,"MOORE, D",fall,2018
853,"DE VAAN, M",fall,2018
853,"MOORE, D",fall,2017
853,"MOORE, D",fall,2017
853,"DE VAAN, M",fall,2017
853,"DE VAAN, M",fall,2017
853,"MOORE, D",fall,2016
853,"DE VAAN, M",fall,2016
853,"MOORE, D",fall,2016
853,"DE VAAN, M",fall,2016
853,"DE VAAN, M",fall,2015
853,"ZEITLIN, J",fall,2015
853,"MOORE, D",fall,2015
853,"MOORE, D",fall,2015
853,"MOORE, D",fall,2014
853,"LEUNG, M",fall,2014
853,"MOORE, D",fall,2014
853,"LEUNG, M",fall,2014
853,"MOORE, D",fall,2013
853,"LEUNG, M",fall,2013
853,"LEUNG, M",fall,2013
853,"MOORE, D",fall,2013
855,"CRITCHER, C",fall,2019
855,"CRITCHER, C",fall,2019
855,"CRITCHER, C",fall,2019
855,"CRITCHER, C",fall,2019
855,"CRITCHER, C",fall,2018
855,"CRITCHER, C",fall,2018
855,"CRITCHER, C",fall,2018
855,"CRITCHER, C",fall,2018
855,"CRITCHER, C",fall,2017
855,"CRITCHER, C",fall,2017
855,"CRITCHER, C",fall,2017
855,"CRITCHER, C",fall,2017
855,"CRITCHER, C",fall,2016
855,"CRITCHER, C",fall,2016
855,"CRITCHER, C",fall,2016
855,"CRITCHER, C",fall,2016
855,"EIN-GAR, D",fall,2015
855,"UPSHAW, L",fall,2015
855,"UPSHAW, L",fall,2015
855,"EIN-GAR, D",fall,2015
855,"UPSHAW, L",fall,2014
855,"UPSHAW, L",fall,2014
855,"UPSHAW, L",fall,2014
855,"UPSHAW, L",fall,2014
855,"UPSHAW, L",fall,2013
855,"UPSHAW, L",fall,2013
855,"UPSHAW, L",fall,2013
855,"UPSHAW, L",fall,2013
856,"XU, G",fall,2019
856,"XU, G",fall,2019
856,"DAL BO, E",fall,2019
856,"DAL BO, E",fall,2019
856,"DE LA SIERRA, R",fall,2018
856,"DAL BO, E",fall,2018
856,"DE LA SIERRA, R",fall,2018
856,"DAL BO, E",fall,2018
856,"DAL BO, E",spring,2018
856,"XU, G",spring,2018
856,"DAL BO, E",spring,2018
856,"XU, G",spring,2018
856,"DAL BO, E",spring,2017
856,"DAL BO, E",spring,2017
856,"DE LA SIERRA, R",spring,2017
856,"DE LA SIERRA, R",spring,2017
856,"ZEITLIN, J",spring,2016
856,"ZEITLIN, J",spring,2016
856,"BAACK, S",spring,2016
856,"THOMPSON, J",spring,2015
856,"DAL BO, E",spring,2015
856,"VOGEL, D",spring,2014
856,"VOGEL, D",spring,2014
856,"WALSHE, N",spring,2014
856,"WALSHE, N",spring,2014
856,"DAL BO, E",spring,2013
856,"VOGEL, D",spring,2013
856,"VOGEL, D",spring,2013
856,"DAL BO, E",spring,2013
857,"MULHERN, D",spring,2020
857,"ROBINSON, D",fall,2019
857,"ROBINSON, D",spring,2019
857,"ROBINSON, D",fall,2018
857,"ROBINSON, D",spring,2018
857,"ROBINSON, D",fall,2017
857,"ROBINSON, D",spring,2017
857,"ROBINSON, D",fall,2016
857,"ROBINSON, D",spring,2016
857,"ROBINSON, D",fall,2015
857,"ROBINSON, D",spring,2015
857,"ROBINSON, D",fall,2014
857,"ROBINSON, D",spring,2014
857,"ROBINSON, D",fall,2013
857,"ROBINSON, D",spring,2013
858,"LEONARD, J",fall,2014
858,"LEONARD, J",fall,2013
859,"TADELIS, S",spring,2018
859,"MORGAN, J",fall,2015
859,"MORGAN, J",fall,2014
859,"LA BLANC, G",spring,2013
860,"DAVIS, L",spring,2020
860,"BORENSTEIN, S",spring,2019
860,"BORENSTEIN, S",spring,2018
860,"BORENSTEIN, S",spring,2017
860,"BORENSTEIN, S",spring,2016
860,"BORENSTEIN, S",spring,2015
860,"BORENSTEIN, S",spring,2014
860,"BORENSTEIN, S",spring,2013
861,"LEVINE, D",fall,2016
861,"LEVINE, D",fall,2015
861,"LEVINE, D",fall,2014
861,"FEFERMAN, F",spring,2013
862,"KOLSTAD, J",spring,2020
862,"SHELANDER, W",fall,2019
862,"KOLSTAD, J",spring,2019
862,"KOLSTAD, J",spring,2019
862,"LA BLANC, G",spring,2019
862,"ALEXANDER, B",fall,2018
862,"GERTLER, P",spring,2018
862,"ALEXANDER, B",fall,2017
862,"KOLSTAD, J",spring,2017
862,"JOHNSON, P",spring,2017
862,"RUBINSTEIN, Y",fall,2016
862,"ALEXANDER, B",fall,2016
862,"CHANDLER, C",spring,2015
862,"ALEXANDER, B",fall,2014
862,"MARKS, A",spring,2014
862,"HWANG, J",spring,2014
862,"ALEXANDER, B",fall,2013
862,"ECONOMIDES, N",fall,2013
862,"HWANG, J",spring,2013
862,"MARKS, A",spring,2013
863,"DINOVA, V",spring,2020
863,"DINOVA, V",fall,2019
863,"DINOVA, V",spring,2019
863,"DINOVA, V",fall,2018
863,"DINOVA, V",spring,2018
863,"DINOVA, V",fall,2017
863,"SLOAN, R",fall,2016
863,"SLOAN, R",fall,2016
863,"SLOAN, R",fall,2015
863,"SLOAN, R",fall,2015
863,"SLOAN, R",fall,2014
863,"SLOAN, R",fall,2014
863,"SLOAN, R",fall,2013
863,"SLOAN, R",fall,2013
864,"UDPA, S",fall,2018
864,"LAWRENCE, A",fall,2016
864,"LAWRENCE, A",spring,2016
864,"LAWRENCE, A",spring,2016
864,"LAWRENCE, A",spring,2015
864,"LAWRENCE, A",spring,2015
864,"LAWRENCE, A",spring,2014
864,"LAWRENCE, A",spring,2014
864,"LAWRENCE, A",spring,2013
864,"LAWRENCE, A",spring,2013
865,"ETTER, S",spring,2020
865,"NEZLOBIN, A",spring,2019
865,"NEZLOBIN, A",spring,2019
865,"NEZLOBIN, A",spring,2018
865,"NEZLOBIN, A",spring,2018
865,"NEZLOBIN, A",spring,2017
865,"NEZLOBIN, A",spring,2017
865,"BRIGINSHAW, J",spring,2016
865,"PLEHN-DUJOWICH, J",fall,2015
865,"NEZLOBIN, A",spring,2015
865,"UDPA, S",fall,2014
865,"PLEHN-DUJOWICH, J",spring,2014
865,"UDPA, S",fall,2013
865,"UDPA, S",spring,2013
867,"MESIAS, A",spring,2020
867,"MESIAS, A",spring,2020
867,"MANSO, G",spring,2019
867,"MANSO, G",spring,2019
867,"GUENZEL, M",spring,2019
867,"MANSO, G",spring,2018
867,"MANSO, G",spring,2018
867,"MANSO, G",spring,2017
867,"MANSO, G",spring,2017
867,"MANSO, G",spring,2016
867,"MANSO, G",spring,2016
867,"THESMAR, D",fall,2015
867,"MANSO, G",spring,2015
867,"MANSO, G",spring,2015
867,"CHENG, S",fall,2014
867,"MANSO, G",spring,2014
867,"MANSO, G",spring,2014
867,"CHENG, S",fall,2013
867,"MANSO, G",spring,2013
867,"MANSO, G",spring,2013
868,"WILCOX, J",spring,2015
868,"WILCOX, J",spring,2014
868,"WILCOX, J",spring,2013
869,"SHEIKH, A",spring,2015
869,"PARLOUR, C",spring,2014
869,"PARLOUR, C",spring,2013
870,"JANUS, T",fall,2019
870,"JOHNSON, P",fall,2018
870,"JOHNSON, P",fall,2017
870,"JOHNSON, P",fall,2016
870,"FUJII, S",fall,2015
870,"HWANG, J",fall,2014
870,"HWANG, J",fall,2013
872,"OLESKY, S",fall,2014
872,"OLESKY, S",fall,2013
873,"GOODSON, P",spring,2020
873,"GOODSON, P",spring,2019
873,"GOODSON, P",spring,2018
873,"GOODSON, P",spring,2017
873,"GOODSON, P",spring,2016
873,"GOODSON, P",spring,2014
873,"GOODSON, P",spring,2013
874,"SRAER, D",spring,2015
874,"LA BLANC, G",spring,2013
875,"HERBERT-CREEK, J",spring,2020
875,"HERBERT-CREEK, J",spring,2020
875,"HERBERT-CREEK, J",fall,2019
875,"HERBERT-CREEK, J",fall,2019
875,"HERBERT-CREEK, J",spring,2019
875,"HERBERT-CREEK, J",spring,2019
875,"HERBERT-CREEK, J",fall,2018
875,"HERBERT-CREEK, J",fall,2018
875,"HERBERT-CREEK, J",spring,2018
875,"HERBERT-CREEK, J",spring,2018
875,"HERBERT-CREEK, J",fall,2017
875,"HERBERT-CREEK, J",fall,2017
875,"HERBERT-CREEK, J",spring,2017
875,"HERBERT-CREEK, J",spring,2017
875,"HERBERT-CREEK, J",spring,2017
875,"HERBERT-CREEK, J",spring,2017
875,"TASKER, S",spring,2016
875,"TASKER, S",fall,2015
875,"TASKER, S",fall,2015
875,"TASKER, S",spring,2015
875,"TASKER, S",fall,2014
875,"TASKER, S",fall,2014
875,"TASKER, S",spring,2014
875,"TASKER, S",spring,2014
875,"TASKER, S",fall,2013
875,"TASKER, S",fall,2013
875,"TASKER, S",spring,2013
875,"TASKER, S",spring,2013
876,"SIMON, J",spring,2020
876,"PARLOUR, C",spring,2020
876,"MARSHALL, K",spring,2019
876,"PARLOUR, C",spring,2019
876,"POFF, M",spring,2019
876,"PARLOUR, C",spring,2018
876,"MARSHALL, K",spring,2018
876,"POFF, M",spring,2018
876,"PARLOUR, C",spring,2017
876,"OLESKY, S",spring,2017
876,"MARSHALL, K",spring,2017
876,"POFF, M",spring,2017
876,"WEDDING, R",fall,2016
876,"HIRJI, A",fall,2016
876,"OLESKY, S",spring,2016
876,"MARSHALL, K",spring,2016
876,"POFF, M",spring,2016
876,"HIRJI, A",fall,2015
876,"WEDDING, R",fall,2015
876,"OLESKY, S",spring,2015
876,"OLESKY, S",fall,2014
876,"WEDDING, R",fall,2014
876,"HIRJI, A",fall,2014
876,"GARLEANU, N",fall,2014
876,"POFF, M",spring,2014
876,"TASKER, S",spring,2014
876,"RINDFUSS, W",spring,2014
876,"TASKER, S",spring,2014
876,"HIRJI, A",fall,2013
876,"GARLEANU, N",fall,2013
876,"RINDFUSS, W",fall,2013
876,"WEDDING, R",fall,2013
876,"TASKER, S",spring,2013
876,"POFF, M",spring,2013
876,"RINDFUSS, W",spring,2013
876,"TASKER, S",spring,2013
876,"MORSE, B",spring,2013
877,"PAPANASTASIOU, Y",spring,2020
877,"PAPANASTASIOU, Y",spring,2019
877,"PAPANASTASIOU, Y",spring,2018
877,"SHOGAN, A",spring,2017
877,"SHOGAN, A",fall,2015
877,"SHOGAN, A",spring,2015
877,"SHOGAN, A",fall,2014
877,"SHOGAN, A",spring,2014
877,"SHOGAN, A",fall,2013
877,"SHOGAN, A",spring,2013
878,"MARSCHAK, T",spring,2015
878,"MARSCHAK, T",spring,2014
880,"ROMERO-HERNANDEZ, O",spring,2020
880,"SHOGAN, A",fall,2019
